"","seqnames","start","end","width","strand","gene_id"
"21910","chr18",35703225,35730869,27645,"+","73449"
"21911","chr17",33016863,33033402,16540,"-","73451"
"21912","chr5",91766242,91767300,1059,"-","73452"
"21913","chr8",84001502,84004770,3269,"+","73453"
"21914","chr1",95990659,96021758,31100,"-","73454"
"21915","chr1",192841661,192842740,1080,"+","73455"
"21916","chr7",45621811,45628823,7013,"+","73456"
"21917","chr12",99626053,99627974,1922,"-","73457"
"21918","chr19",3958645,3972103,13459,"+","73458"
"21919","chr1",58997116,59094900,97785,"-","73463"
"21920","chr19",11169418,11196737,27320,"-","73466"
"21921","chr1",57377620,57385423,7804,"+","73467"
"21922","chr4",44126210,44233789,107580,"-","73469"
"21923","chr11",91575315,91577558,2244,"-","73470"
"21924","chr5",87908579,87979351,70773,"-","73471"
"21925","chr5",73651379,73679512,28134,"+","73472"
"21926","chr18",32067741,32104328,36588,"+","73473"
"21927","chr17",24719531,24719965,435,"-","73474"
"21928","chr1",89016113,89022210,6098,"+","73475"
"21929","chr5",119108234,119114543,6310,"+","73477"
"21930","chr13",119680040,119681588,1549,"+","73480"
"21931","chr6",40920437,40940557,20121,"-","73481"
"21932","chr15",33403985,33405976,1992,"-","73486"
"21933","chrX",91575210,91575911,702,"-","73487"
"21934","chr2",4132063,4141141,9079,"-","73489"
"21935","chr12",57230427,57497199,266773,"+","73490"
"21936","chrX",86044199,86047313,3115,"+","73495"
"21937","chr9",18478359,18485298,6940,"+","73503"
"21938","chr17",43588340,43591509,3170,"-","73504"
"21939","chr6",120554796,120562879,8084,"+","73505"
"21940","chr7",50517309,50575971,58663,"-","73515"
"21941","chr18",38238405,38250565,12161,"-","73516"
"21942","chr14",69840420,70059918,219499,"+","73523"
"21943","chr1",137966455,137966541,87,"+","735252"
"21944","chr1",158505625,158505733,109,"+","735253"
"21945","chr2",10467790,10467886,97,"+","735255"
"21946","chr2",10476853,10503877,27025,"+","735256"
"21947","chr2",10481248,10481320,73,"+","735257"
"21948","chr2",10479315,10510260,30946,"+","735258"
"21949","chr2",94261300,94261399,100,"-","735259"
"21950","chr5",27495639,27501438,5800,"-","73526"
"21951","chr4",11134097,11134182,86,"+","735261"
"21952","chr4",63256851,63256932,82,"+","735262"
"21953","chr4",124743781,124743889,109,"+","735263"
"21954","chr5",24592114,24592211,98,"+","735264"
"21955","chr5",98475556,98475664,109,"-","735265"
"21956","chr6",27936655,27936750,96,"-","735266"
"21957","chr6",85336292,85336373,82,"-","735267"
"21958","chr6",129691535,129691643,109,"+","735268"
"21959","chr7",44849699,44849771,73,"+","735269"
"21960","chr8",64514332,64514441,110,"-","735270"
"21961","chr8",84086099,84086186,88,"+","735271"
"21962","chr2",10474433,10474541,109,"+","735272"
"21963","chr2",80628705,80628790,86,"-","735274"
"21964","chr2",155622880,155622958,79,"+","735275"
"21965","chr4",124731694,124731802,109,"+","735277"
"21966","chr5",111004144,111004252,109,"+","735278"
"21967","chr6",36421742,36421825,84,"+","735279"
"21968","chr7",142577064,142577147,84,"-","735280"
"21969","chr2",10511667,10511775,109,"+","735281"
"21970","chr4",88122040,88122125,86,"+","735282"
"21971","chr5",136991433,136991541,109,"+","735283"
"21972","chr7",96249424,96249532,109,"+","735284"
"21973","chr4",135416555,135416633,79,"-","735285"
"21974","chr2",10476346,10476418,73,"+","735286"
"21975","chr2",155356817,155356925,109,"+","735287"
"21976","chr6",47803576,47803652,77,"-","735289"
"21977","chr9",58370504,58374183,3680,"+","73529"
"21978","chr6",120034228,120034311,84,"-","735290"
"21979","chr11",28746191,28746276,86,"+","735308"
"21980","chr13",113035983,113036091,109,"+","735309"
"21981","chr6",118246695,118248452,1758,"-","73531"
"21982","chr9",105143342,105145092,1751,"-","73532"
"21983","chr11",114198258,114199199,942,"+","73536"
"21984","chr15",76371952,76374938,2987,"-","73542"
"21985","chr3",90058743,90068347,9605,"+","73545"
"21986","chrX",18145857,18146701,845,"+","73547"
"21987","chr14",3262340,3782764,520425,"+","73549"
"21988","chr14",42089750,42095277,5528,"-","73553"
"21989","chr14",69164797,69171857,7061,"-","73554"
"21990","chr9",40323426,40343564,20139,"+","73558"
"21991","chr4",138137595,138138518,924,"-","73563"
"21992","chr9",54268578,54301570,32993,"-","73567"
"21993","chr16",65815257,65866368,51112,"+","73569"
"21994","chr5",25530013,25531466,1454,"+","73571"
"21995","chr12",7372039,7380330,8292,"-","73575"
"21996","chr13",26283150,26312406,29257,"-","73576"
"21997","chr17",85090552,85458588,368037,"+","73582"
"21998","chr13",70573241,70576110,2870,"+","73584"
"21999","chr18",64157721,64333706,175986,"-","73588"
"22000","chr1",184527841,184557691,29851,"-","73590"
"22001","chr14",39655663,39685293,29631,"+","73591"
"22002","chr12",54233615,54242320,8706,"+","73592"
"22003","chr2",30794769,30803661,8893,"-","73598"
"22004","chr15",99249511,99262044,12534,"+","73600"
"22005","chr2",164470301,164473724,3424,"-","73603"
"22006","chr18",74525140,74531124,5985,"-","73606"
"22007","chr8",109947914,109962203,14290,"-","73608"
"22008","chr8",68368434,68375710,7277,"+","73609"
"22009","chr10",81704825,81881081,176257,"+","73610"
"22010","chrX",38121219,38129967,8749,"+","73614"
"22011","chr10",60928226,60938132,9907,"-","73616"
"22012","chr17",6895940,6901718,5779,"+","73617"
"22013","chr4",10479962,10797811,317850,"-","73624"
"22014","chr6",40964754,40968435,3682,"+","73626"
"22015","chr4",124890888,124894782,3895,"-","73628"
"22016","chr14",106417187,106486520,69334,"-","73631"
"22017","chr11",85170404,85181145,10742,"+","73634"
"22018","chr11",101418812,101425333,6522,"-","73635"
"22019","chr5",66166607,66191336,24730,"-","73639"
"22020","chr12",73548478,73551986,3509,"+","73644"
"22021","chr8",124576111,124618731,42621,"+","73647"
"22022","chr14",70852933,70873954,21022,"+","73648"
"22023","chr2",71117923,71142926,25004,"+","73649"
"22024","chr6",31220351,31337404,117054,"+","73652"
"22025","chr19",11469366,11482192,12827,"+","73656"
"22026","chr7",126370060,126377450,7391,"-","73658"
"22027","chr19",4135423,4144033,8611,"-","73660"
"22028","chr13",54458837,54468849,10013,"-","73666"
"22029","chr12",17003319,17011727,8409,"-","73667"
"22030","chr2",66184327,66256617,72291,"-","73668"
"22031","chr14",63034087,63049960,15874,"-","73670"
"22032","chr17",78883938,78906992,23055,"-","73671"
"22033","chr9",58652850,58743964,91115,"-","73673"
"22034","chr1",45795166,45823619,28454,"+","73674"
"22035","chr18",14706151,14762301,56151,"+","73677"
"22036","chr11",121146143,121148319,2177,"+","73679"
"22037","chr4",129353628,129378116,24489,"-","73680"
"22038","chr10",30534225,30600749,66525,"-","73681"
"22039","chr7",101263034,101302251,39218,"-","73683"
"22040","chr19",44139246,44146446,7201,"-","73689"
"22041","chr10",111985448,112002631,17184,"-","73690"
"22042","chr15",8169106,8271158,102053,"+","73692"
"22043","chr16",48283733,48294237,10505,"+","73693"
"22044","chr17",78937136,78948052,10917,"+","73694"
"22045","chr4",34906124,34911481,5358,"-","73696"
"22046","chr9",50845301,50894229,48929,"+","73699"
"22047","chr16",48303908,48319723,15816,"+","73703"
"22048","chr19",55198099,55241236,43138,"-","73707"
"22049","chr6",122626410,122630272,3863,"+","73708"
"22050","chr13",34126748,34130466,3719,"-","73710"
"22051","chr8",71542922,71548085,5164,"+","73711"
"22052","chr7",30763756,30781063,17308,"+","73712"
"22053","chr19",53677306,53867080,189775,"+","73713"
"22054","chr3",92679247,92680918,1672,"+","73719"
"22055","chr19",5344705,5349574,4870,"-","73720"
"22056","chr4",41505009,41517333,12325,"-","73721"
"22057","chr3",92668613,92670315,1703,"-","73722"
"22058","chr4",134127406,134128789,1384,"-","73723"
"22059","chr7",64392607,64412125,19519,"+","73724"
"22060","chr19",46312087,46327156,15070,"-","73728"
"22061","chr7",29908223,29916813,8591,"+","73729"
"22062","chr3",92849949,92851286,1338,"-","73730"
"22063","chr12",84970897,84983303,12407,"+","73736"
"22064","chr2",32377097,32381938,4842,"-","73737"
"22065","chrX",73437315,73459044,21730,"-","73738"
"22066","chr15",79659199,79667660,8462,"+","73739"
"22067","chr9",57130690,57142722,12033,"+","73744"
"22068","chr2",132686931,132751055,64125,"+","73747"
"22069","chr9",115909455,116076176,166722,"+","73748"
"22070","chr4",63414910,63495991,81082,"-","73750"
"22071","chr8",26158141,26164151,6011,"+","73754"
"22072","chr16",11778429,11781500,3072,"+","73761"
"22073","chr9",99299007,99304675,5669,"-","73774"
"22074","chr5",87825686,87846387,20702,"+","73779"
"22075","chr15",31039128,31043331,4204,"+","73784"
"22076","chr5",115358700,115360123,1424,"-","73792"
"22077","chr7",69496094,69519469,23376,"+","73796"
"22078","chr10",25779314,25837437,58124,"-","73803"
"22079","chr4",117159639,117182639,23001,"-","73804"
"22080","chr3",100426405,100437754,11350,"+","73806"
"22081","chr7",133587024,133602158,15135,"-","73808"
"22082","chrX",112384303,112406779,22477,"-","73809"
"22083","chr10",20199240,20201838,2599,"-","73811"
"22084","chr7",45721212,45729492,8281,"+","73813"
"22085","chr12",71488285,71556133,67849,"+","73815"
"22086","chr11",71928471,71940122,11652,"-","73816"
"22087","chr16",52799508,52815744,16237,"-","73820"
"22088","chr10",81357491,81366225,8735,"+","73822"
"22089","chr1",9941959,9944118,2160,"-","73824"
"22090","chr17",88530118,88588367,58250,"+","73825"
"22091","chr15",83125976,83149384,23409,"-","73826"
"22092","chr10",128789429,128804370,14942,"-","73827"
"22093","chr12",83520466,83541920,21455,"+","73828"
"22094","chr7",28971372,28981864,10493,"-","73830"
"22095","chr7",29152510,29156234,3725,"-","73833"
"22096","chr12",78840725,78861638,20914,"-","73834"
"22097","chr7",140948958,140950291,1334,"-","73835"
"22098","chr17",45563874,45567671,3798,"+","73836"
"22099","chr1",161142691,161170498,27808,"+","73844"
"22100","chr7",92581723,92637142,55420,"-","73845"
"22101","chr2",151969398,151980219,10822,"-","73847"
"22102","chr3",41742611,41803320,60710,"+","73852"
"22103","chr11",11462094,11515192,53099,"+","73862"
"22104","chr15",98571004,98589580,18577,"+","73863"
"22105","chr5",67933610,67943083,9474,"-","73865"
"22106","chrX",53273424,53331185,57762,"+","73866"
"22107","chr12",38552808,38614521,61714,"-","73867"
"22108","chr6",125265476,125287286,21811,"+","73870"
"22109","chr4",5632328,5642284,9957,"+","73872"
"22110","chr11",23007531,23030788,23258,"+","73873"
"22111","chr3",33024777,33088607,63831,"+","73874"
"22112","chr14",103977628,104027142,49515,"-","73877"
"22113","chr14",76760131,76762217,2087,"+","73883"
"22114","chr1",63200313,63314576,114264,"+","73884"
"22115","chr11",101952421,101960573,8153,"+","73887"
"22116","chr14",50503600,50517145,13546,"+","73889"
"22117","chr9",59518685,59539847,21163,"-","73893"
"22118","chr19",44960373,44984550,24178,"-","73894"
"22119","chr14",44955215,44989699,34485,"-","73895"
"22120","chr14",54625310,54629556,4247,"+","73902"
"22121","chr7",67784538,67804139,19602,"-","73904"
"22122","chr11",95858865,95861044,2180,"+","73906"
"22123","chr10",26753421,26918648,165228,"+","73910"
"22124","chr10",120141648,120202130,60483,"-","73914"
"22125","chr18",4353558,4380723,27166,"+","73915"
"22126","chr16",49699233,49765126,65894,"+","73916"
"22127","chr7",119895861,119956963,61103,"+","73919"
"22128","chr11",88905928,88936061,30134,"+","73921"
"22129","chr11",90804692,90895149,90458,"+","73922"
"22130","chr13",31213410,31241086,27677,"-","73924"
"22131","chrX",127721182,127736554,15373,"-","73934"
"22132","chr12",72101300,72185029,83730,"-","73936"
"22133","chr4",135626655,135630198,3544,"+","73937"
"22134","chr2",117821928,117909136,87209,"+","73938"
"22135","chr3",88021750,88027583,5834,"-","73940"
"22136","chr13",92449625,92484015,34391,"-","73942"
"22137","chr8",79639618,79677724,38107,"+","73945"
"22138","chr7",3128146,3144992,16847,"+","73949"
"22139","chr7",122969058,122970050,993,"-","73951"
"22140","chr3",18468287,18480477,12191,"-","73959"
"22141","chr14",47898851,47944189,45339,"+","73961"
"22142","chr2",74298940,74307717,8778,"-","73962"
"22143","chr5",50151333,50156095,4763,"+","73965"
"22144","chr10",18796806,18831930,35125,"-","73968"
"22145","chr12",14996388,15051598,55211,"-","73972"
"22146","chr14",67332042,67397742,65701,"-","73977"
"22147","chr18",82855894,82870604,14711,"+","73985"
"22148","chr14",79702920,79714464,11545,"+","73989"
"22149","chr10",21319088,21342057,22970,"-","73990"
"22150","chr12",69892614,69966417,73804,"+","73991"
"22151","chr13",18084947,18100202,15256,"-","73992"
"22152","chr6",58831465,58920398,88934,"+","73998"
"22153","chr18",35964830,36014715,49886,"+","74002"
"22154","chr7",138940730,139083977,143248,"+","74004"
"22155","chr16",16312230,16358959,46730,"-","74006"
"22156","chr10",85386814,85660292,273479,"+","74007"
"22157","chr11",109473374,109573330,99957,"+","74008"
"22158","chr17",43641891,43667214,25324,"-","74011"
"22159","chr3",61361638,61368430,6793,"+","74012"
"22160","chr1",55170159,55226782,56624,"-","74013"
"22161","chr8",71708387,71725716,17330,"-","74015"
"22162","chr2",34893757,34914026,20270,"-","74016"
"22163","chr1",59162926,59237231,74306,"-","74018"
"22164","chr1",91494647,91529307,34661,"+","74019"
"22165","chr9",104547286,105034544,487259,"+","74020"
"22166","chr16",5013909,5049863,35955,"-","74022"
"22167","chr1",191977370,191988283,10914,"+","74023"
"22168","chr9",104002544,104075879,73336,"+","74025"
"22169","chr11",98795516,98807859,12344,"+","74026"
"22170","chr2",145784734,145887616,102883,"+","74030"
"22171","chr8",117661399,117673689,12291,"-","74032"
"22172","chr3",89767511,89773240,5730,"-","74034"
"22173","chr4",152039321,152061494,22174,"+","74035"
"22174","chr11",86201370,86304443,103074,"+","74038"
"22175","chr15",82992973,83033306,40334,"-","74039"
"22176","chr7",92857525,92874247,16723,"-","74041"
"22177","chr17",33064143,33068025,3883,"-","74042"
"22178","chr6",121183667,121198837,15171,"+","74043"
"22179","chr3",100938860,100969663,30804,"-","74044"
"22180","chr11",55191719,55197864,6146,"-","74045"
"22181","chr10",60346851,60372684,25834,"+","74048"
"22182","chr13",52096741,52124158,27418,"+","74050"
"22183","chr5",5664829,5694578,29750,"-","74051"
"22184","chr9",119937606,119967793,30188,"+","74052"
"22185","chr10",119453830,120087261,633432,"+","74053"
"22186","chr7",43492044,43505940,13897,"-","74054"
"22187","chr19",38481121,38785030,303910,"+","74055"
"22188","chr3",122864737,122924116,59380,"-","74057"
"22189","chr11",19065276,19075740,10465,"+","74059"
"22190","chr13",23278350,23282267,3918,"+","74061"
"22191","chr2",146542931,146546108,3178,"+","74065"
"22192","chr16",16707614,16718096,10483,"-","74066"
"22193","chr6",18050964,18109061,58098,"-","74068"
"22194","chr12",104112724,104121896,9173,"+","74069"
"22195","chr6",145365134,145614273,249140,"-","74071"
"22196","chr9",51914427,51927003,12577,"+","74072"
"22197","chr7",140777229,140787852,10624,"-","74075"
"22198","chr12",32919384,32953789,34406,"-","74076"
"22199","chr9",98287435,98420438,133004,"+","74080"
"22200","chr1",155844964,155973255,128292,"-","74081"
"22201","chr4",19818725,19842218,23494,"+","74087"
"22202","chr2",105224320,105379796,155477,"+","74088"
"22203","chr9",61953481,62026856,73376,"-","74090"
"22204","chr1",153503015,153550045,47031,"-","74091"
"22205","chr17",29578816,29596305,17490,"-","74092"
"22206","chr17",46257851,46283026,25176,"-","74094"
"22207","chr5",122206804,122242297,35494,"+","74096"
"22208","chr5",137501439,137502518,1080,"-","74097"
"22209","chr4",107889813,107899384,9572,"+","74098"
"22210","chr9",112065091,112235938,170848,"-","74100"
"22211","chr16",45139573,45158706,19134,"-","74102"
"22212","chr2",17343909,17731464,387556,"-","74103"
"22213","chr1",75171717,75185146,13430,"-","74104"
"22214","chr7",121986722,122021222,34501,"-","74105"
"22215","chr1",165328698,165460475,131778,"-","74106"
"22216","chr19",38055011,38074423,19413,"+","74107"
"22217","chr16",13537960,13668170,130211,"-","74108"
"22218","chr5",120116465,120198981,82517,"+","74111"
"22219","chr16",87454703,87483517,28815,"+","74112"
"22220","chr5",8966033,8997324,31292,"-","74114"
"22221","chr17",29317680,29330593,12914,"+","74116"
"22222","chr1",125392905,125435727,42823,"-","74117"
"22223","chr16",3744093,3750790,6698,"+","74120"
"22224","chr2",127838876,128123873,284998,"+","74121"
"22225","chr6",91473703,91488463,14761,"+","74122"
"22226","chr17",47867133,47924645,57513,"-","74123"
"22227","chr9",99478372,99568899,90528,"-","74125"
"22228","chr19",6046576,6053712,7137,"+","74126"
"22229","chr15",101347444,101370162,22719,"-","74127"
"22230","chr13",93674433,93752833,78401,"+","74129"
"22231","chrX",48146436,48161565,15130,"+","74131"
"22232","chr5",146209192,146221555,12364,"-","74132"
"22233","chr11",87077732,87086774,9043,"-","74133"
"22234","chr7",25802475,25816913,14439,"-","74134"
"22235","chr11",117115168,117159268,44101,"+","74136"
"22236","chr1",132316126,132333488,17363,"+","74137"
"22237","chr14",55635965,55643806,7842,"-","74140"
"22238","chr17",56614297,56626887,12591,"-","74142"
"22239","chr16",29579334,29654884,75551,"+","74143"
"22240","chr9",37401897,37415115,13219,"+","74144"
"22241","chr13",36867178,37050244,183067,"-","74145"
"22242","chr16",21761287,21787807,26521,"-","74147"
"22243","chr11",74649495,74670847,21353,"+","74148"
"22244","chr17",22424222,22456689,32468,"+","74149"
"22245","chr1",125560595,125595820,35226,"+","74150"
"22246","chr4",45848664,45887008,38345,"+","74152"
"22247","chr9",107975505,107995007,19503,"+","74153"
"22248","chr17",25188397,25234443,46047,"+","74154"
"22249","chr4",150853919,150868892,14974,"+","74155"
"22250","chr13",91741512,91786148,44637,"+","74156"
"22251","chr17",29549799,29705979,156181,"+","74157"
"22252","chr15",79674251,79687919,13669,"-","74158"
"22253","chr2",23068167,23115558,47392,"+","74159"
"22254","chr2",173110835,173133204,22370,"+","74161"
"22255","chr4",40970906,41025993,55088,"+","74164"
"22256","chr9",66508375,66514609,6235,"-","74165"
"22257","chr8",72572055,72587282,15228,"+","74166"
"22258","chr5",104046306,104065379,19074,"+","74167"
"22259","chr19",41933480,41944104,10625,"+","74168"
"22260","chr12",3235504,3250377,14874,"+","74173"
"22261","chr15",103402405,103430470,28066,"-","74174"
"22262","chr3",93014205,93015687,1483,"-","74175"
"22263","chr2",121046111,121085841,39731,"-","74176"
"22264","chr4",126103957,126141029,37073,"+","74178"
"22265","chr17",28905265,28906771,1507,"+","74179"
"22266","chr7",141839070,141873084,34015,"+","74180"
"22267","chr2",132529082,132587729,58648,"-","74182"
"22268","chr4",156215868,156221307,5440,"+","74183"
"22269","chr11",67112461,67120080,7620,"-","74184"
"22270","chr16",70313949,70569716,255768,"+","74185"
"22271","chr2",5137776,5230878,93103,"+","74186"
"22272","chr8",95081186,95103149,21964,"+","74187"
"22273","chr13",27506968,27513217,6250,"-","74188"
"22274","chr2",178118975,178338492,219518,"+","74189"
"22275","chr12",111417017,111431678,14662,"+","74190"
"22276","chr3",59207892,59210882,2991,"-","74191"
"22277","chr2",39005348,39015877,10530,"+","74192"
"22278","chr2",51130438,51149111,18674,"-","74194"
"22279","chr14",65530449,65593075,62627,"-","74195"
"22280","chr17",74717732,74863570,145839,"+","74196"
"22281","chr16",37509790,37539789,30000,"-","74197"
"22282","chr5",135994800,136032872,38073,"+","74198"
"22283","chr17",78508064,78627408,119345,"+","74199"
"22284","chr3",88685803,88712924,27122,"+","74200"
"22285","chr16",55899888,55934855,34968,"-","74201"
"22286","chr4",141576062,141606096,30035,"-","74202"
"22287","chr11",3202392,3244588,42197,"+","74203"
"22288","chr7",126101715,126200501,98787,"-","74204"
"22289","chr1",78657825,78707743,49919,"+","74205"
"22290","chr7",29320372,29518641,198270,"-","74206"
"22291","chr9",57253117,57262612,9496,"-","74211"
"22292","chr14",105106751,105177327,70577,"-","74213"
"22293","chr5",103648039,103656010,7972,"-","74218"
"22294","chr6",81900464,81910800,10337,"-","74220"
"22295","chr6",70913087,70918927,5841,"-","74221"
"22296","chr5",129683391,129708512,25122,"-","74222"
"22297","chr8",120536892,120537726,835,"-","74227"
"22298","chr1",20890606,20939650,49045,"+","74229"
"22299","chr11",75999912,76003569,3658,"+","74230"
"22300","chr15",63847309,63855155,7847,"+","74236"
"22301","chr7",139995955,140036669,40715,"-","74237"
"22302","chr10",85119433,85128027,8595,"-","74238"
"22303","chr5",140661827,140702378,40552,"-","74239"
"22304","chr1",75474569,75479307,4739,"-","74241"
"22305","chr2",136891218,137071950,180733,"+","74243"
"22306","chr6",114643097,114860614,217518,"+","74244"
"22307","chr3",146450470,146465849,15380,"+","74245"
"22308","chr4",135963727,135968178,4452,"+","74246"
"22309","chr9",110951545,110984066,32522,"+","74249"
"22310","chr12",110975353,110979040,3688,"-","74251"
"22311","chr3",19131402,19163065,31664,"-","74252"
"22312","chr6",38625693,38637242,11550,"-","74253"
"22313","chr5",31494741,31512904,18164,"+","74254"
"22314","chr4",40736542,40757923,21382,"-","74255"
"22315","chr8",88697028,88751945,54918,"+","74256"
"22316","chr13",54789377,54796776,7400,"+","74257"
"22317","chrX",163760139,163761329,1191,"-","74264"
"22318","chr9",106499967,106502254,2288,"+","74267"
"22319","chr2",112492964,112634573,141610,"+","74268"
"22320","chr6",122391379,122392687,1309,"+","74269"
"22321","chr2",30982279,31023586,41308,"+","74270"
"22322","chrX",91779544,91783018,3475,"-","74271"
"22323","chr7",43440782,43443334,2553,"+","74276"
"22324","chr5",74997988,75044774,46787,"-","74277"
"22325","chrX",51968695,51972772,4078,"-","74279"
"22326","chr13",70004050,70028348,24299,"-","74280"
"22327","chr15",76268089,76292572,24484,"+","74281"
"22328","chr12",82932520,82939155,6636,"-","74283"
"22329","chr12",74284242,74295945,11704,"+","74284"
"22330","chr9",58359704,58370455,10752,"-","74286"
"22331","chr6",72841114,72899979,58866,"-","74287"
"22332","chr11",69820876,69822180,1305,"-","74288"
"22333","chr7",109438618,109444893,6276,"+","74293"
"22334","chr11",88294058,88295261,1204,"+","74297"
"22335","chr11",4480868,4594863,113996,"-","74302"
"22336","chr15",77084398,77096314,11917,"+","74303"
"22337","chr6",52492451,52500086,7636,"+","74304"
"22338","chrX",69929259,70143588,214330,"-","74305"
"22339","chr9",110844506,110856522,12017,"+","74306"
"22340","chr19",8740718,8741225,508,"+","74307"
"22341","chr11",3703731,3863903,160173,"-","74309"
"22342","chr4",149334639,149335897,1259,"+","74310"
"22343","chr7",135191764,135196002,4239,"-","74314"
"22344","chr11",44518964,44565520,46557,"+","74315"
"22345","chr12",84773251,84775088,1838,"+","74316"
"22346","chr5",77086988,77115121,28134,"-","74318"
"22347","chr11",116843278,116854263,10986,"+","74319"
"22348","chr18",31804090,31907397,103308,"+","74320"
"22349","chr18",74216124,74221496,5373,"+","74322"
"22350","chr13",54592401,54611344,18944,"-","74325"
"22351","chr4",136310942,136359447,48506,"+","74326"
"22352","chr14",44170306,44213254,42949,"-","74328"
"22353","chr10",128804062,128819446,15385,"+","74330"
"22354","chr19",12517915,12596566,78652,"-","74333"
"22355","chr8",105768308,105827350,59043,"-","74334"
"22356","chr12",111803192,111813873,10682,"-","74335"
"22357","chr8",84021471,84030295,8825,"+","74337"
"22358","chr13",73679745,73704865,25121,"-","74338"
"22359","chr6",29768443,29912310,143868,"+","74340"
"22360","chr6",77242689,77257791,15103,"+","74342"
"22361","chr3",90254163,90264125,9963,"+","74343"
"22362","chr8",119760076,119778416,18341,"-","74347"
"22363","chr7",105371211,105400054,28844,"-","74349"
"22364","chr15",98645134,98662889,17756,"-","74351"
"22365","chr7",29768552,29779821,11270,"+","74352"
"22366","chr6",34029448,34134034,104587,"+","74354"
"22367","chr17",71344489,71475343,130855,"-","74355"
"22368","chr8",105280409,105289864,9456,"-","74356"
"22369","chr14",54583663,54605993,22331,"-","74359"
"22370","chr9",13807792,13827107,19316,"-","74360"
"22371","chr9",46303361,46319986,16626,"-","74361"
"22372","chr3",99885406,100143322,257917,"+","74362"
"22373","chr5",35581227,35588763,7537,"-","74364"
"22374","chrX",36328353,36362341,33989,"+","74365"
"22375","chr15",82069996,82126814,56819,"+","74369"
"22376","chr11",119602905,119899576,296672,"+","74370"
"22377","chr16",10545339,10744878,199540,"+","74374"
"22378","chr6",28416091,28428390,12300,"-","74375"
"22379","chr5",112688876,112896362,207487,"-","74376"
"22380","chr17",31944769,32036349,91581,"-","74377"
"22381","chr3",90000140,90052628,52489,"-","74383"
"22382","chr14",49066097,49094234,28138,"+","74385"
"22383","chr13",58402248,58411148,8901,"+","74386"
"22384","chr16",91053935,91095122,41188,"-","74387"
"22385","chr9",65032414,65082651,50238,"+","74388"
"22386","chr10",75212073,75312743,100671,"+","74392"
"22387","chr8",125669818,125673359,3542,"+","74393"
"22388","chrX",75706932,75764699,57768,"-","74396"
"22389","chr7",43607169,43618285,11117,"+","74400"
"22390","chr2",122186272,122206397,20126,"+","74401"
"22391","chr1",89650529,89683908,33380,"-","74403"
"22392","chrX",17132049,17319368,187320,"-","74405"
"22393","chr11",100545607,100572568,26962,"+","74407"
"22394","chr6",24733245,24745452,12208,"+","74409"
"22395","chr2",35751241,35979913,228673,"-","74410"
"22396","chr19",28963953,28966811,2859,"+","74411"
"22397","chr2",29935426,29960371,24946,"+","74412"
"22398","chr12",101645443,101718523,73081,"-","74413"
"22399","chr3",96711490,96727628,16139,"-","74414"
"22400","chr8",66511756,66518335,6580,"+","74419"
"22401","chr7",118597297,118675086,77790,"+","74424"
"22402","chr14",74355527,74369741,14215,"+","74425"
"22403","chr1",63754907,63769267,14361,"-","74426"
"22404","chr14",31494399,31509858,15460,"+","74427"
"22405","chr5",35361541,35367677,6137,"+","74429"
"22406","chr14",8431192,8666240,235049,"-","74430"
"22407","chr3",55182028,55209957,27930,"+","74434"
"22408","chr3",155093434,155194280,100847,"+","74435"
"22409","chrX",62283499,62292078,8580,"+","74437"
"22410","chr4",9269293,9451691,182399,"+","74438"
"22411","chr8",117257064,117459430,202367,"+","74440"
"22412","chr1",97059038,97128301,69264,"-","74441"
"22413","chr3",131318985,131491411,172427,"-","74442"
"22414","chr9",108578862,108597667,18806,"-","74443"
"22415","chr3",135348029,135397827,49799,"+","74446"
"22416","chrX",134187501,134208028,20528,"+","74448"
"22417","chr2",131262495,131299188,36694,"+","74450"
"22418","chr11",117986292,118024011,37720,"+","74451"
"22419","chr18",74283090,74359986,76897,"+","74453"
"22420","chr10",93589413,93605245,15833,"+","74454"
"22421","chr2",14995131,15054884,59754,"-","74455"
"22422","chr18",14988995,15047987,58993,"+","74456"
"22423","chr14",46602806,46637423,34618,"-","74458"
"22424","chr15",63914448,63925666,11219,"+","74460"
"22425","chr7",19463331,19496762,33432,"+","74463"
"22426","chr4",116877376,116989264,111889,"+","74464"
"22427","chr7",120982509,121014787,32279,"+","74466"
"22428","chr11",23665674,23732876,67203,"+","74467"
"22429","chr6",24857997,24891958,33962,"+","74468"
"22430","chrX",134460118,134476490,16373,"-","74469"
"22431","chr13",74036500,74062299,25800,"-","74470"
"22432","chr2",25212207,25214637,2431,"-","74472"
"22433","chr17",84078660,84089875,11216,"+","74473"
"22434","chr11",59505662,59513647,7986,"+","74476"
"22435","chr11",72153929,72207459,53531,"-","74477"
"22436","chr16",11322908,11755472,432565,"+","74478"
"22437","chr11",96767555,96777559,10005,"-","74479"
"22438","chr14",46882854,47105815,222962,"+","74480"
"22439","chr19",6140983,6172476,31494,"+","74481"
"22440","chr16",13981699,13986888,5190,"-","74482"
"22441","chr3",87736923,87748625,11703,"-","74485"
"22442","chr9",114978569,115232225,253657,"+","74486"
"22443","chr2",156844351,156862963,18613,"-","74487"
"22444","chr16",30269302,30283256,13955,"-","74488"
"22445","chr8",25302650,25306270,3621,"-","74489"
"22446","chr7",45639977,45646521,6545,"+","74490"
"22447","chr9",65388684,65391652,2969,"-","74492"
"22448","chr19",36834232,36893477,59246,"+","74493"
