"","seqnames","start","end","width","strand","gene_id"
"16150","chr15",81810975,81811993,1019,"+","66346"
"16151","chr7",26404450,26410569,6120,"+","66349"
"16152","chr3",129581540,129598739,17200,"+","66350"
"16153","chr1",166219931,166237615,17685,"-","66352"
"16154","chr3",94268907,94277513,8607,"-","66353"
"16155","chr12",88790860,88813249,22390,"-","66354"
"16156","chr13",45602838,45641750,38913,"+","66355"
"16157","chr7",125985732,125999512,13781,"-","66356"
"16158","chr3",130398835,130412362,13528,"-","66357"
"16159","chr11",66851382,66866120,14739,"-","66358"
"16160","chr1",180249284,180252824,3541,"+","66359"
"16161","chr19",54004149,54019117,14969,"-","66360"
"16162","chr3",10339956,10351301,11346,"-","66361"
"16163","chr4",45329502,45333475,3974,"-","66362"
"16164","chr7",99709659,99730804,21146,"+","66365"
"16165","chr2",155833861,155844015,10155,"+","66366"
"16166","chr7",28338314,28367117,28804,"+","66367"
"16167","chr3",116191882,116211093,19212,"-","66368"
"16168","chr8",108535407,108577719,42313,"+","66369"
"16169","chr3",10366973,10428856,61884,"+","66371"
"16170","chr6",56651057,56654693,3637,"-","66373"
"16171","chr10",79781000,79783293,2294,"-","66374"
"16172","chr12",73751340,73765815,14476,"-","66375"
"16173","chr3",51209401,51212877,3477,"-","66377"
"16174","chr15",99556049,99558567,2519,"+","66379"
"16175","chr11",99411446,99412177,732,"-","66380"
"16176","chr12",85758150,85759528,1379,"+","66381"
"16177","chr5",114222821,114228291,5471,"+","66383"
"16178","chr18",34490799,34496253,5455,"+","66384"
"16179","chr1",95240222,95264195,23974,"+","66385"
"16180","chr19",4000580,4003814,3235,"+","66387"
"16181","chr19",43827513,43843128,15616,"+","66388"
"16182","chr2",174290592,174298442,7851,"-","66390"
"16183","chr16",55973381,55974730,1350,"-","66391"
"16184","chr13",27475214,27482715,7502,"-","66392"
"16185","chr7",52317799,52333873,16075,"+","66394"
"16186","chr19",9063774,9151409,87636,"+","66395"
"16187","chr9_random",372079,417453,45375,"+","66396"
"16188","chr11",51577165,51605455,28291,"+","66397"
"16189","chr15",76730371,76731727,1357,"+","66398"
"16190","chr10",126459388,126467870,8483,"-","66399"
"16191","chr17",57136762,57138759,1998,"+","66400"
"16192","chr4",41412181,41427959,15779,"+","66401"
"16193","chr9",53698058,53701656,3599,"+","66402"
"16194","chr10",53316767,53329021,12255,"+","66403"
"16195","chr2",172266078,172295399,29322,"+","66404"
"16196","chr2",152512884,152513678,795,"+","66405"
"16197","chr19",6116004,6118586,2583,"-","66406"
"16198","chr4",125724172,125732780,8609,"+","66407"
"16199","chr4",40629111,40650220,21110,"-","66408"
"16200","chr16",11193130,11203385,10256,"-","66409"
"16201","chr13",67013034,67034008,20975,"-","66410"
"16202","chr7",31009150,31017048,7899,"-","66411"
"16203","chr7",75881880,75894124,12245,"-","66412"
"16204","chr14",14944699,14953418,8720,"-","66413"
"16205","chr10",93661754,93683693,21940,"+","66414"
"16206","chr17",33961559,33975258,13700,"+","66416"
"16207","chr19",4962306,4966995,4690,"+","66419"
"16208","chr10",79498698,79502404,3707,"-","66420"
"16209","chr3",145600996,145607790,6795,"+","66421"
"16210","chr7",134400476,134404181,3706,"-","66422"
"16211","chr8",13884788,13890271,5484,"-","66423"
"16212","chr1",173103395,173127166,23772,"-","66425"
"16213","chr8",109674561,109711370,36810,"+","66427"
"16214","chr11",120317918,120319377,1460,"-","66431"
"16215","chr8",108724338,108734833,10496,"-","66432"
"16216","chr4",3866035,3877654,11620,"+","66433"
"16217","chr14",119384207,119498656,114450,"-","66435"
"16218","chr5",137429145,137442104,12960,"+","66437"
"16219","chr7",31707391,31709200,1810,"-","66438"
"16220","chr19",46764396,46777872,13477,"+","66439"
"16221","chr4",62042610,62069657,27048,"-","66440"
"16222","chr6",131234407,131243262,8856,"-","66441"
"16223","chr2",69031952,69044247,12296,"-","66442"
"16224","chr17",56301914,56313378,11465,"+","66443"
"16225","chr15",76173953,76176364,2412,"+","66445"
"16226","chr9",123022349,123045247,22899,"+","66446"
"16227","chr1",169302515,169323928,21414,"-","66447"
"16228","chr4",155177727,155182938,5212,"+","66448"
"16229","chr16",4616466,4624946,8481,"-","66449"
"16230","chr4",118199880,118202822,2943,"+","66451"
"16231","chr4",148841681,148859281,17601,"-","66454"
"16232","chr5",138628763,138635122,6360,"+","66455"
"16233","chr11",63892986,63896761,3776,"+","66456"
"16234","chr2",94246864,94251837,4974,"+","66457"
"16235","chr6",57605030,57642072,37043,"-","66459"
"16236","chr2",164286471,164299964,13494,"+","66460"
"16237","chrX",35061008,35065834,4827,"-","664608"
"16238","chrX",34805370,34810130,4761,"+","664609"
"16239","chr2",90750870,90758207,7338,"-","66461"
"16240","chrX",34929042,34976789,47748,"+","664610"
"16241","chr18",17392992,17393991,1000,"-","664619"
"16242","chr8",73028195,73030638,2444,"-","66462"
"16243","chr4",131830290,131849244,18955,"+","66464"
"16244","chr17",6079828,6085485,5658,"+","66467"
"16245","chr18",74354953,74367472,12520,"-","66468"
"16246","chr4",154270539,154273152,2614,"-","66469"
"16247","chr17",32539959,32541753,1795,"+","664702"
"16248","chrX",37216096,37216781,686,"-","664704"
"16249","chr3",95733180,95751310,18131,"+","66471"
"16250","chr8",114210410,114214910,4501,"-","66473"
"16251","chr13",91062727,91064337,1611,"+","66475"
"16252","chr19",47157961,47165115,7155,"-","66477"
"16253","chr19",12838018,12870613,32596,"-","664779"
"16254","chr10",57692727,57695423,2697,"-","664783"
"16255","chr13",97791819,97804317,12499,"-","66479"
"16256","chr13",11614319,11617949,3631,"+","664793"
"16257","chr2",172919110,172945026,25917,"-","664799"
"16258","chr14",19100337,19103500,3164,"-","66480"
"16259","chr18",77095144,77139081,43938,"+","664805"
"16260","chr2",179992084,179993149,1066,"+","66481"
"16261","chr13",30905787,31065916,160130,"-","66482"
"16262","chrX",25949783,25972691,22909,"-","664829"
"16263","chr12",70283721,70285054,1334,"-","66483"
"16264","chr13",12706333,12742662,36330,"-","664862"
"16265","chr14",31937691,31942116,4426,"-","66487"
"16266","chr6",86315677,86320052,4376,"+","66488"
"16267","chr12",47795504,47919762,124259,"-","664883"
"16268","chr2",38857101,38860651,3551,"-","66489"
"16269","chr4",131775808,131776504,697,"-","664903"
"16270","chr7",148657759,148661052,3294,"-","66491"
"16271","chr18",36953577,36959314,5738,"+","66492"
"16272","chr6",125142183,125144410,2228,"+","66493"
"16273","chr13",55423416,55426633,3218,"+","66494"
"16274","chr1",58643443,58652792,9350,"+","66495"
"16275","chr2",180922048,180923209,1162,"+","66496"
"16276","chr7",4736387,4741162,4776,"-","664968"
"16277","chr16",57302113,57606980,304868,"-","66497"
"16278","chr8",73993093,74000334,7242,"+","66498"
"16279","chr2",174887050,174893264,6215,"-","664987"
"16280","chr7",4828655,4847318,18664,"+","664994"
"16281","chr3",115641891,115710324,68434,"-","66500"
"16282","chr9",55875443,55879380,3938,"+","665005"
"16283","chr8",13550733,13562448,11716,"-","66501"
"16284","chr9",105758400,105862974,104575,"-","665033"
"16285","chr13",9684082,9764560,80479,"-","66505"
"16286","chr5",140299548,140302797,3250,"-","66506"
"16287","chr7",109054351,109060417,6067,"+","66508"
"16288","chr4",96111279,96174077,62799,"-","665095"
"16289","chr6",72309708,72316952,7245,"-","66510"
"16290","chr3",90302880,90313365,10486,"-","66511"
"16291","chr3",28162136,28569507,407372,"+","665113"
"16292","chr16",5147202,5184027,36826,"+","665119"
"16293","chr15",79963584,79992132,28549,"+","66513"
"16294","chr19",9186209,9210056,23848,"-","66514"
"16295","chr17",46787287,46801313,14027,"+","66515"
"16296","chr7",5172080,5173012,933,"+","665150"
"16297","chr12",56256091,56290200,34110,"+","665155"
"16298","chr6",38613069,38630864,17796,"+","665180"
"16299","chr4",133746719,133758919,12201,"-","665186"
"16300","chr6",13819074,13821483,2410,"-","66520"
"16301","chr10",33716361,33739422,23062,"-","66521"
"16302","chr17",18222021,18273607,51587,"+","665210"
"16303","chr2",177677316,177691994,14679,"-","665211"
"16304","chr8",73173010,73183580,10571,"-","66522"
"16305","chr17",18380534,18414530,33997,"-","665227"
"16306","chr8",127363255,127386929,23675,"-","66523"
"16307","chr12",55488720,55492305,3586,"-","665239"
"16308","chr7",29090650,29097065,6416,"-","66525"
"16309","chr7",5432058,5445453,13396,"-","665255"
"16310","chr4",106806767,106850971,44205,"-","66526"
"16311","chr9",58050704,58056615,5912,"+","665268"
"16312","chr5",32535081,32666729,131649,"+","665270"
"16313","chr11",115761453,115767583,6131,"+","66528"
"16314","chr17",56207677,56214412,6736,"-","66530"
"16315","chr8",10924427,10928457,4031,"-","665306"
"16316","chr8",119412585,119445336,32752,"-","66531"
"16317","chr6",146981059,146982040,982,"+","66532"
"16318","chr3",92672281,92674127,1847,"-","66533"
"16319","chr4",53024796,53034931,10136,"+","66536"
"16320","chr5",148672204,148687354,15151,"+","66537"
"16321","chr17",19499099,19531554,32456,"+","665376"
"16322","chr1",85175359,85272632,97274,"+","665378"
"16323","chr15",80091044,80094736,3693,"-","66538"
"16324","chr9",59799101,59806851,7751,"+","665389"
"16325","chr2",3630730,3699406,68677,"+","66540"
"16326","chr2",105744795,105805715,60921,"+","66541"
"16327","chr10",79803461,79811191,7731,"-","66548"
"16328","chr13",96120672,96145289,24618,"-","66549"
"16329","chr2",126716131,126758971,42841,"-","66552"
"16330","chr17",20556127,20557023,897,"+","665525"
"16331","chr19",5422824,5424916,2093,"-","66556"
"16332","chr5",91360222,91450395,90174,"+","665563"
"16333","chr2",153700781,153721006,20226,"+","66557"
"16334","chr1",172228324,172236463,8140,"-","665574"
"16335","chr2",71291395,71363248,71854,"+","66559"
"16336","chr13",21898281,21902068,3788,"-","665596"
"16337","chr16",21152732,21154017,1286,"-","66561"
"16338","chr5",88697944,88711860,13917,"+","665615"
"16339","chr13",21925612,21929399,3788,"+","665622"
"16340","chr8",128258103,128272135,14033,"+","66566"
"16341","chr3",120858320,120874613,16294,"-","66568"
"16342","chr11",86847296,86887639,40344,"-","66569"
"16343","chr15",82064206,82075177,10972,"-","66570"
"16344","chr14",119274742,119324609,49868,"-","66573"
"16345","chr4",115739570,115747675,8106,"-","66576"
"16346","chr5",42178778,42235554,56777,"-","665775"
"16347","chr16",90719557,90727616,8060,"-","66578"
"16348","chr7",11486089,11490399,4311,"-","665780"
"16349","chr2",139945617,139996294,50678,"-","66580"
"16350","chr19",41997470,42007804,10335,"-","66583"
"16351","chr7",11891727,11896031,4305,"-","665848"
"16352","chr4",130037379,130067278,29900,"+","66585"
"16353","chr2",132672402,132692504,20103,"+","66586"
"16354","chr5",23944258,23951053,6796,"-","66587"
"16355","chr4",114633218,114659833,26616,"-","66588"
"16356","chr2",167433139,167457505,24367,"-","66589"
"16357","chr11",99488543,99489553,1011,"-","665891"
"16358","chr8",87380885,87393156,12272,"+","66590"
"16359","chr7",11983264,11987667,4404,"+","665902"
"16360","chr17",46284334,46290500,6167,"-","66591"
"16361","chr4",43040562,43044256,3695,"-","66592"
"16362","chr8",22565899,22704937,139039,"-","665927"
"16363","chr5",123959775,123974173,14399,"-","66593"
"16364","chr5",43542925,43626593,83669,"-","665934"
"16365","chr10",79865742,79869566,3825,"-","66594"
"16366","chr9",105297722,105308086,10365,"+","66595"
"16367","chr5",147760233,147767190,6958,"+","66596"
"16368","chr14",62217063,62224782,7720,"+","66597"
"16369","chr17",23141938,23143626,1689,"+","665976"
"16370","chr16",13671951,13678478,6528,"+","66598"
"16371","chr11",101489263,101497395,8133,"+","66599"
"16372","chr11",99641328,99641957,630,"-","665992"
"16373","chr11",99646514,99647571,1058,"+","665998"
"16374","chr17",23427901,23449280,21380,"-","666002"
"16375","chr11",76715661,76730088,14428,"+","66601"
"16376","chr2",119420032,119426480,6449,"+","66602"
"16377","chr11",99698462,99699380,919,"-","666021"
"16378","chr12",60114380,60128975,14596,"+","66603"
"16379","chr9",21411531,21412773,1243,"-","666043"
"16380","chr4",114079329,114287703,208375,"+","666048"
"16381","chr10",100055020,100081025,26006,"+","66605"
"16382","chr2",120429974,120435244,5271,"-","66606"
"16383","chr4",45197778,45298808,101031,"+","666060"
"16384","chr19",11611339,11632956,21618,"+","66607"
"16385","chr7",13200582,13221483,20902,"-","666085"
"16386","chr16",91689567,91729047,39481,"-","66609"
"16387","chr11",95691386,95703790,12405,"-","66610"
"16388","chrX",148439127,148450838,11712,"-","66611"
"16389","chr11",98442608,98448559,5952,"-","66612"
"16390","chr3",87847030,87859914,12885,"+","66614"
"16391","chr1",95651610,95686106,34497,"+","66615"
"16392","chr17",5841380,5930711,89332,"+","66616"
"16393","chr4",115236322,115251619,15298,"+","666168"
"16394","chr2",30663497,30678534,15038,"+","66617"
"16395","chr15",35301301,35860984,559684,"+","666173"
"16396","chr6",86625163,86634485,9323,"-","66618"
"16397","chr12",103996185,104015911,19727,"+","66622"
"16398","chr7",106986079,107007393,21315,"-","66624"
"16399","chrX",133508561,133511413,2853,"-","666244"
"16400","chr4",21774730,21803622,28893,"+","66625"
"16401","chr16",4765461,4790246,24786,"-","66626"
"16402","chr5",124562347,124565485,3139,"+","66627"
"16403","chr5",104599731,104609146,9416,"+","666279"
"16404","chr11",45761656,45768996,7341,"-","66628"
"16405","chr15",12251251,12281022,29772,"+","66629"
"16406","chr13",65166338,65214290,47953,"-","66631"
"16407","chr5",146044212,146052338,8127,"+","666311"
"16408","chr13",27941271,27949577,8307,"+","666317"
"16409","chr2",114342154,114480664,138511,"-","66632"
"16410","chr2",132642071,132669924,27854,"+","66634"
"16411","chr15",77529319,77549718,20400,"+","666348"
"16412","chr1",154217866,154233812,15947,"-","66637"
"16413","chr3",102799663,102807837,8175,"+","66641"
"16414","chr2",157563137,157717639,154503,"+","66642"
"16415","chr8",29193666,29195325,1660,"-","666422"
"16416","chr17",17539650,17596351,56702,"+","66643"
"16417","chr14",57341286,57397153,55868,"-","66645"
"16418","chr1",66747458,66766379,18922,"+","66646"
"16419","chrX",137491456,137598813,107358,"+","666468"
"16420","chr7",72016536,72017926,1391,"-","66647"
"16421","chr18",25285724,25327378,41655,"-","66648"
"16422","chr10",52111414,52124410,12997,"+","66650"
"16423","chr7",16657291,16681677,24387,"+","666528"
"16424","chr8",28234304,28239104,4801,"-","66653"
"16425","chr9",50365253,50369373,4121,"-","66654"
"16426","chr15",75725230,75739770,14541,"-","66656"
"16427","chr9",108985010,108995877,10868,"+","66658"
"16428","chr3",96962700,96980499,17800,"+","66659"
"16429","chr9",70390585,70440039,49455,"+","66660"
"16430","chr5",77403726,77428960,25235,"+","66661"
"16431","chr9",20411919,20421715,9797,"+","66662"
"16432","chr9",103948918,103965451,16534,"-","66663"
"16433","chr16",21934400,21947625,13226,"-","66664"
"16434","chr4",48552818,48574792,21975,"+","66665"
"16435","chr15",77449398,77457828,8431,"+","666661"
"16436","chr16",35770472,35828548,58077,"+","66667"
"16437","chr3",58455964,58457963,2000,"+","666680"
"16438","chr8",86521571,86524285,2715,"+","666704"
"16439","chr13",85329082,85353328,24247,"+","66671"
"16440","chr19",48280515,48879995,599481,"+","66673"
"16441","chr9",88734002,88743028,9027,"+","666731"
"16442","chr7",99886168,99889969,3802,"-","666737"
"16443","chr14",62153142,62175723,22582,"-","66674"
"16444","chr14",45336842,45344662,7821,"-","666744"
"16445","chr9",88979462,88987673,8212,"-","666747"
"16446","chr18",46745582,46757189,11608,"-","66676"
"16447","chr2",172825638,172841233,15596,"+","66679"
"16448","chr13",46513669,46526468,12800,"+","666794"
"16449","chr2",163231558,163250433,18876,"-","66680"
"16450","chr12",88855266,88859215,3950,"+","666806"
"16451","chr5",64484189,64519397,35209,"+","66681"
"16452","chr8",3676477,3680921,4445,"+","66682"
"16453","chrX",132703523,132706790,3268,"-","66684"
"16454","chr10",51953425,52041183,87759,"+","66686"
"16455","chr10",114634927,114688549,53623,"-","66687"
"16456","chr12",66043427,66066523,23097,"-","66689"
"16457","chr14",3518338,6994984,3476647,"+","666890"
"16458","chr16",8633824,8637794,3971,"-","66690"
"16459","chr2",34532502,34610752,78251,"-","66691"
"16460","chr4",121087340,121095704,8365,"-","666921"
"16461","chr19",11566528,11587067,20540,"+","666926"
"16462","chr4",121286609,121294730,8122,"-","666927"
"16463","chr5",67783386,67819038,35653,"-","666938"
"16464","chr13",30632181,30637185,5005,"-","66694"
"16465","chr8",89269598,89270959,1362,"+","666945"
"16466","chr13",49639812,49662931,23120,"+","66695"
"16467","chr15",36433817,36485327,51511,"-","66696"
"16468","chr6",71493848,71532602,38755,"+","66700"
"16469","chr10",127646966,127648850,1885,"-","66701"
"16470","chr14",51575816,51584424,8609,"+","667034"
"16471","chr19",4756525,4765940,9416,"+","66704"
"16472","chr17",24577713,24580046,2334,"-","66705"
"16473","chr17",7568061,7589654,21594,"-","667055"
"16474","chr9",108468196,108469673,1478,"-","66706"
"16475","chr3",64294743,64311607,16865,"-","667060"
"16476","chr4",120261350,120282277,20928,"+","667063"
"16477","chr7",20686507,20687430,924,"+","667067"
"16478","chr3",64341483,64363740,22258,"-","667069"
"16479","chr13",21558916,21560370,1455,"-","66707"
"16480","chr11",99417137,99418167,1031,"-","66708"
"16481","chr7",20818257,23014503,2196247,"-","667094"
"16482","chr5",130721602,130731332,9731,"-","66711"
"16483","chr1",135552456,135557462,5007,"-","667118"
"16484","chr9",62118536,62129986,11451,"-","66712"
"16485","chr7",21094966,21095883,918,"-","667129"
"16486","chr11",19962307,20012954,50648,"-","66713"
"16487","chr7",21119186,23308909,2189724,"+","667135"
"16488","chr8",87932658,87956740,24083,"-","66714"
"16489","chr3",108743002,108763694,20693,"+","66715"
"16490","chr10",97155693,97157560,1868,"+","66716"
"16491","chr5",36827237,36830820,3584,"+","66717"
"16492","chr6",123335280,123368079,32800,"-","667180"
"16493","chr7",22134392,22135315,924,"+","667199"
"16494","chr11",100303238,100318338,15101,"+","66720"
"16495","chr5",110262520,110263161,642,"-","667213"
"16496","chr11",48759652,48792883,33232,"-","667214"
"16497","chr7",22057198,22058121,924,"+","667215"
"16498","chr1",69873562,70771706,898145,"+","66722"
"16499","chrX",82819361,82879808,60448,"+","66724"
"16500","chr7",21882588,21883532,945,"-","667240"
"16501","chr15",91503655,91646555,142901,"+","66725"
"16502","chr4",94260341,94267010,6670,"+","667250"
"16503","chrX",150544176,150555228,11053,"-","667256"
"16504","chr7",21668217,21669140,924,"-","667262"
"16505","chr7",21657275,21658198,924,"+","667268"
"16506","chr19",7687059,7713728,26670,"+","66727"
"16507","chr7",21629117,21630004,888,"-","667273"
"16508","chr6",124520448,124531062,10615,"+","667277"
"16509","chr10",21878415,22008654,130240,"+","667281"
"16510","chr5",144651612,144655936,4325,"-","66729"
"16511","chr2",179711558,179713718,2161,"+","66730"
"16512","chr14",96280485,96281994,1510,"+","66732"
"16513","chr8",122147754,122159580,11827,"-","66733"
"16514","chr6",3238519,3267019,28501,"+","667335"
"16515","chr10",93127989,93128599,611,"-","667338"
"16516","chr2",155102180,155103809,1630,"+","66734"
"16517","chr15",43308775,43359323,50549,"+","66736"
"16518","chr19",34682423,34687891,5469,"+","667370"
"16519","chr19",34667378,34736909,69532,"-","667373"
"16520","chr6",73386959,73421015,34057,"-","66740"
"16521","chr7",22617370,23841482,1224113,"+","667404"
"16522","chr5",149965704,149967768,2065,"-","667410"
"16523","chrX",16099998,16100815,818,"+","66742"
"16524","chr4",116944069,117169520,225452,"-","66743"
"16525","chr19",30078280,30080510,2231,"+","66745"
"16526","chr4",129285575,129291501,5927,"-","667452"
"16527","chr7",20752809,22949054,2196246,"-","667464"
"16528","chr7",22974396,22975319,924,"+","667469"
"16529","chrX",166214310,166217567,3258,"-","66747"
"16530","chr2",70346876,70378941,32066,"+","66748"
"16531","chr7",20959842,23156058,2196217,"-","667485"
"16532","chr7",23318983,23319906,924,"-","667512"
"16533","chr5",137395016,137412979,17964,"+","66752"
"16534","chr11",30829784,30854131,24348,"-","66753"
"16535","chr7",21453936,21454859,924,"+","667530"
"16536","chr1",23107313,23109092,1780,"-","66755"
"16537","chr7",21357947,23547609,2189663,"+","667551"
"16538","chr8",47249043,47280944,31902,"+","66756"
"16539","chr10",13272713,13283182,10470,"+","66757"
"16540","chr10",26393252,26394457,1206,"-","667572"
"16541","chr18",52775569,52799484,23916,"+","66758"
"16542","chr7",22628363,23852475,1224113,"-","667599"
"16543","chr13",35016278,35047744,31467,"+","66761"
"16544","chr13",105872202,105911862,39661,"+","66763"
"16545","chr19",42126718,42128118,1401,"+","66765"
"16546","chr2",130232258,130233530,1273,"+","66766"
"16547","chr2",22149130,22473772,324643,"+","667663"
"16548","chr4",146124225,146166150,41926,"+","667666"
"16549","chr5",48763569,48779995,16427,"+","66768"
"16550","chr15",74539591,74540804,1214,"+","66769"
"16551","chr14",49498548,49506787,8240,"+","66770"
"16552","chr5",5573799,5576203,2405,"+","667705"
"16553","chr11",60230647,60264429,33783,"+","66771"
"16554","chr3",153507211,153516579,9369,"+","66772"
"16555","chr5",15028950,15033007,4058,"-","66773"
"16556","chrX",76575852,76603407,27556,"-","667736"
"16557","chr18",63169867,63546837,376971,"-","667742"
"16558","chr4",88042048,88084830,42783,"-","66775"
"16559","chr8",107391324,107397982,6659,"+","667754"
"16560","chr11",3025791,3059573,33783,"+","66776"
"16561","chr17",36084099,36090262,6164,"+","667766"
"16562","chr16",49057599,49199217,141619,"+","667772"
"16563","chr4",73518123,73551857,33735,"-","667780"
"16564","chr16",18208331,18213956,5626,"-","66779"
"16565","chrX",163501381,163508302,6922,"-","667794"
"16566","chrX",65173039,65174625,1587,"-","66780"
"16567","chr11",102746483,102748045,1563,"+","66784"
"16568","chr7",113957643,113964223,6581,"+","66786"
"16569","chr12",106923562,106941267,17706,"+","66787"
"16570","chr3",120994735,121064929,70195,"+","66789"
"16571","chr8",13176869,13200624,23756,"-","66790"
"16572","chr6",132311123,132314153,3031,"-","667929"
"16573","chr16",14906739,14938213,31475,"+","66793"
"16574","chr1",71934686,71937778,3093,"+","667931"
"16575","chr9",48262445,48262828,384,"+","667933"
"16576","chr13",91074954,91363592,288639,"-","66795"
"16577","chr6",45010060,47251370,2241311,"+","66797"
"16578","chr17",36301389,36305467,4079,"-","667977"
"16579","chr1",16530871,16609367,78497,"-","66799"
"16580","chr6",132986181,132987119,939,"-","667992"
"16581","chr5",136654968,136674824,19857,"-","66801"
"16582","chr4",115834486,115840203,5718,"-","66805"
"16583","chr11",99289717,99299467,9751,"-","66809"
"16584","chr2",83801423,83833782,32360,"+","668096"
"16585","chr18",60720440,60732383,11944,"+","66810"
"16586","chr3",15371827,15575065,203239,"-","668101"
"16587","chr7",113219245,113222662,3418,"-","668108"
"16588","chr2",122124636,122128621,3986,"+","66811"
"16589","chr8",116167113,116179433,12321,"+","668110"
"16590","chr2",83795613,83798922,3310,"+","668115"
"16591","chr9",57233763,57287921,54159,"-","66812"
"16592","chr7",113465910,113468042,2133,"-","668128"
"16593","chr6",134346347,134388742,42396,"+","66813"
"16594","chr6",136277557,136280001,2445,"+","668137"
"16595","chr3",129617878,129673124,55247,"-","66815"
"16596","chr12",109444555,109513627,69073,"-","668158"
"16597","chr10",114807022,114821491,14470,"-","66816"
"16598","chrX",91969908,91975530,5623,"+","668166"
"16599","chr8",114388798,114400575,11778,"-","66817"
"16600","chrX",92036624,92043628,7005,"-","668171"
"16601","chr4",154441139,154446515,5377,"+","668173"
"16602","chr15",100165360,100170600,5241,"+","668178"
"16603","chr8",75089097,75094947,5851,"-","66818"
"16604","chr1",74634935,74639017,4083,"+","66821"
"16605","chr6",29421437,29423429,1993,"+","668210"
"16606","chr12",3962554,4038915,76362,"-","668212"
"16607","chr19",36688542,36780131,91590,"-","668215"
"16608","chr8",13907806,13940521,32716,"+","66822"
"16609","chr7",135134887,135137381,2495,"-","66824"
"16610","chr4",138523027,138524281,1255,"+","66825"
"16611","chr14",62221673,62301210,79538,"-","668253"
"16612","chrX",97720177,97741447,21271,"+","668257"
"16613","chrX",71528036,71535490,7455,"+","66826"
"16614","chr11",43543508,43561475,17968,"-","66827"
"16615","chr10",121515168,121516935,1768,"-","668272"
"16616","chr8",87194378,87211761,17384,"-","66830"
"16617","chr12",113384419,113419958,35540,"+","668303"
"16618","chr17",45602737,45603252,516,"+","668319"
"16619","chr17",8138479,8172421,33943,"+","66832"
"16620","chrX",99902227,99903009,783,"-","668339"
"16621","chr13",24909824,24923358,13535,"-","66834"
"16622","chr15",32170323,32176483,6161,"-","66835"
"16623","chrX",99998302,100005281,6980,"+","668357"
"16624","chr3",93851903,93858807,6905,"-","668359"
"16625","chr19",8845486,8846965,1480,"+","66836"
"16626","chr18",38409903,38422283,12381,"+","66839"
"16627","chr11",121188517,121215761,27245,"-","66840"
"16628","chr3",79407710,79432689,24980,"-","66841"
"16629","chrX",100740839,100743038,2200,"+","668415"
"16630","chr11",70429396,70430392,997,"+","668433"
"16631","chr10",128254513,128258687,4175,"-","66844"
"16632","chr5",31916324,31966757,50434,"+","66845"
"16633","chr10",30328013,30338172,10160,"-","66847"
"16634","chr10",13220834,13237081,16248,"+","66848"
"16635","chr14",73425410,73426697,1288,"+","668489"
"16636","chr16",31251627,31275363,23737,"-","66849"
"16637","chr7",36557369,36588008,30640,"-","668501"
"16638","chr7",148641087,148646642,5556,"+","66853"
"16639","chr14",66915862,66930261,14400,"+","66854"
"16640","chr8",125897653,125928073,30421,"+","66855"
"16641","chr6",136560592,136610414,49823,"-","66857"
"16642","chr10",69708024,69748699,40676,"+","66859"
"16643","chr2",59450101,59684206,234106,"+","66860"
"16644","chr2",80155623,80194212,38590,"+","66861"
"16645","chr7",50274168,50303476,29309,"+","668612"
"16646","chr7",50432958,50447479,14522,"+","668620"
"16647","chr16",17509064,17526424,17361,"+","66863"
"16648","chr12",59365707,59370245,4539,"-","66864"
"16649","chr2",26244868,26252641,7774,"+","66865"
"16650","chr19",56622751,56673336,50586,"+","66866"
"16651","chr7",51502092,51507689,5598,"+","668661"
"16652","chr9",56266653,56344743,78091,"+","66867"
"16653","chr3",67386690,67408153,21464,"+","66868"
"16654","chr8",72229037,72240847,11811,"-","66869"
"16655","chr6",67216973,67239296,22324,"+","66870"
"16656","chr15",90317912,90509819,191908,"-","66871"
"16657","chr7",54490289,54508218,17930,"-","668725"
"16658","chr7",54681699,54707509,25811,"-","668727"
"16659","chr6",53765462,53770819,5358,"-","66873"
"16660","chr11",72861369,72897081,35713,"+","66874"
"16661","chr1",153214829,153275565,60737,"-","66875"
"16662","chr9",109225400,109242173,16774,"-","668758"
"16663","chr2",145743218,145760436,17219,"-","66877"
"16664","chr18",12287359,12315876,28518,"+","66878"
"16665","chr3",66789594,67162325,372732,"+","66880"
"16666","chr6",86336000,86347144,11145,"-","66881"
"16667","chr14",118666380,118666992,613,"+","668814"
"16668","chr1",58449941,58463392,13452,"+","66882"
"16669","chr11",85004812,85048622,43811,"-","66884"
"16670","chr7",138554115,138589725,35611,"+","66885"
"16671","chr8",89147942,89240535,92594,"+","66887"
"16672","chrX",136145159,136207684,62526,"+","66889"
"16673","chr13",55445194,55464144,18951,"-","66890"
"16674","chr2",144285016,144293530,8515,"+","668917"
"16675","chr6",99575131,99616765,41635,"-","66892"
"16676","chr2",150232873,150277230,44358,"-","668923"
"16677","chr2",151471140,151494269,23130,"-","668929"
"16678","chr8",109960298,110082495,122198,"+","66894"
"16679","chr2",155436948,155460043,23096,"+","668940"
"16680","chr13",34719710,34744550,24841,"-","66895"
"16681","chrX",31750516,31877469,126954,"-","668960"
"16682","chrX",4074964,30247441,26172478,"+","668963"
"16683","chrX",3993614,3995573,1960,"-","668964"
"16684","chr14",79734314,79790475,56162,"-","66897"
"16685","chr5",145025394,145118981,93588,"-","66898"
"16686","chr5",74931507,74993149,61643,"+","66899"
"16687","chr8",13060908,13075006,14099,"+","66901"
